GeneName	GWAS	SNPs	Intergenic	Context
EIF4G3	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs3767240	0	intron_variant
EIF4G3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6680486	0	intron_variant
EIF4G3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs957163	0	intron_variant
ENO4	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs75165347	0	intron_variant
ENSA	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2055975	1	intergenic_variant
ENSA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7524620	1	intergenic_variant
EPB41L3	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs11664536	0	intron_variant
EPC2	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs115291000	0	intron_variant
EPC2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1947198	1	intergenic_variant
EPC2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2166559	1	intergenic_variant
EPCAM-DT	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs13002630	0	intron_variant
EPHA5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6838677	0	intron_variant
EPHB1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs6767047	0	intron_variant
ERC2	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs112230981	0	intron_variant
ERC2	gwas_catalog:EFO_0004354_|_PubMedID:26955885	rs11708779	0	intron_variant
ERC2	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs12635074	0	intron_variant
ERI1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2953805	0	intron_variant
ERI1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2979256	0	intron_variant
ESR2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2978382	0	intron_variant
ESRRG	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs2221285	1	intergenic_variant
ESYT3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1109088	0	intron_variant
ESYT3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4550782	1	intergenic_variant
EXD3	gwas_catalog:EFO_0008328_|_PubMedID:28604731;30595370;30696823;30804565	rs28458909	0	intron_variant
EXD3	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:27494321;30804565	rs77641763	0	intron_variant
EXOC4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2971970	0	intron_variant
EXOC4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6958557	0	intron_variant
EZH2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs113161209	0	intron_variant
F13A1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4960162	1	intergenic_variant
FABP5	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs71519017	1	intergenic_variant
FADS1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs174560	0	non_coding_transcript_exon_variant
FADS2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs174560	0	non_coding_transcript_exon_variant
FAM118A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2294203	1	intergenic_variant
FAM118A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6007594	0	missense_variant
FAM155A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9558942	1	intergenic_variant
FAM155B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12844850	1	regulatory_region_variant
FAM155B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3747463	0	3_prime_UTR_variant
FAM185A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs112613078	0	intron_variant
FAM185A	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs3972456	0	intron_variant
FAM193A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4690085	0	intron_variant
FAM193A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9683585	0	intron_variant
FAM217A	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs853410	0	intron_variant
FAM3D	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs77510899	0	intron_variant
FAM71BP1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1147813	1	intergenic_variant
FAM83B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11969918	0	intron_variant
FAM83B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13208701	1	intergenic_variant
FAM83B	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823	rs4715491	0	intron_variant
FAM83B	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs9382445	1	intergenic_variant
FAM86B3P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs712255	1	intergenic_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs140647239	0	intron_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs148266530	0	intron_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17474942	0	intron_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6465876	0	intron_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73406288	0	intron_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs76187115	0	intron_variant
FBXL13	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs79055896	0	intron_variant
FBXL13	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs847649	0	intron_variant
FBXL17	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs286808	0	intron_variant
FBXL3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7332608	0	3_prime_UTR_variant
FBXL3	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30804565	rs9565309	0	3_prime_UTR_variant
FBXL3	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9573971	0	non_coding_transcript_exon_variant
FBXL3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9573980	0	3_prime_UTR_variant
FBXO3	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs11032362	1	regulatory_region_variant
FBXO34	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2341534	0	intron_variant
FEZF1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6968240	0	intron_variant
FNBP4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11605681	0	non_coding_transcript_exon_variant
FO082842.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7060620	1	intergenic_variant
FOXP1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs12487658	0	intron_variant
FOXP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17655548	0	intron_variant
FOXP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs67000219	0	intron_variant
FOXP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7626335	0	intron_variant
FOXP2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10262462	0	intron_variant
FOXP2	gwas_catalog:EFO_0005271_|_PubMedID:27992416	rs10953765	0	intron_variant
FOXP2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1229762	0	intron_variant
FOXP2	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs1668331	0	intron_variant
FOXP2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2189008	0	intron_variant
FOXP2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2396719	0	intron_variant
FOXP2	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs651902	1	regulatory_region_variant
FOXP4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12206814	0	intron_variant
FOXP4	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2842638	1	intergenic_variant
FTH1P5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3857599	1	intergenic_variant
FTH1P5	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs6904450	1	intergenic_variant
FTO	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11642015	0	intron_variant
FTO	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs1421085	0	intron_variant
FTO	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17817288	0	intron_variant
FTO	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs8047587	0	intron_variant
FXNP1	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs11621908	1	regulatory_region_variant
GAPDHP57	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12464387	1	intergenic_variant
GATA4	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4295623	1	intergenic_variant
GBF1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs144625846	0	intron_variant
GCH1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2878172	1	intergenic_variant
GFAP	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs72828815	1	regulatory_region_variant
GFRAL	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13203948	1	intergenic_variant
GFRAL	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs76899638	1	intergenic_variant
GFRAL	gwas_catalog:EFO_0008328_|_PubMedID:28604731	rs9382484	1	intergenic_variant
GFRAL	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9396083	0	intron_variant
GHSR	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs482204	0	3_prime_UTR_variant
GKAP1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs295268	0	intron_variant
GLIS3	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs12336359	0	intron_variant
GLYAT	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12787765	1	intergenic_variant
GMCL1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs13393656	1	intergenic_variant
GMCL1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs28362672	0	5_prime_UTR_variant
GNAI2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62260798	0	intron_variant
GNAO1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs11076146	0	intron_variant
GNAO1	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30595370;30804565	rs2398144	0	intron_variant
GNAO1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2550298	0	intron_variant
GNAO1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs59779556	0	non_coding_transcript_exon_variant
GNG7	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs10402849	0	intron_variant
GNPATP	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17822102	1	regulatory_region_variant
GNPATP	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs8044054	1	intergenic_variant
GNPATP	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs8063159	1	intergenic_variant
GOLPH3L	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2055975	1	intergenic_variant
GOLPH3L	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7524620	1	intergenic_variant
GPATCH2	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs2221285	1	intergenic_variant
GPC5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9523817	0	intron_variant
GPC6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1886205	0	intron_variant
GPC6	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4270038	0	intron_variant
GPC6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7337911	0	intron_variant
GPR139	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs28651105	1	intergenic_variant
GPR26	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3808964	0	intron_variant
GPR6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4557564	1	intergenic_variant
GPR6	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs60616179	1	intergenic_variant
GPR61	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs17575798	0	synonymous_variant
GPR61	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs41279738	0	5_prime_UTR_variant
GPRC5B	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs28651105	1	intergenic_variant
GRB10	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2190500	0	intron_variant
GRB10	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4245555	0	intron_variant
GRB10	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs6967481	1	intergenic_variant
GRK6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs335433	0	intron_variant
GRM5	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs1553132	0	intron_variant
GRM7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs111261826	0	intron_variant
GTPBP1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs2235229	0	non_coding_transcript_exon_variant
GUCY2EP	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs10899257	0	non_coding_transcript_exon_variant
H3C9P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs766406	1	regulatory_region_variant
H4C8	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs766406	1	regulatory_region_variant
HACD2	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs16834426	0	intron_variant
HAS2-AS1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs75545078	0	intron_variant
HCK	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3746601	0	intron_variant
HCRTR2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13208701	1	intergenic_variant
HCRTR2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs144870624	0	intron_variant
HCRTR2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2653343	0	intron_variant
HCRTR2	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823;30804565	rs2653349	0	missense_variant
HCRTR2	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs3122163	0	intron_variant
HCRTR2	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823	rs35833281	0	intron_variant
HCRTR2	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs76899638	1	intergenic_variant
HCRTR2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs9367621	0	intron_variant
HCRTR2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs9382445	1	intergenic_variant
HCRTR2	gwas_catalog:EFO_0008328_|_PubMedID:28604731	rs9382484	1	intergenic_variant
HDAC4	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs62182135	0	intron_variant
HDAC9	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs7794273	0	intron_variant
HECW2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4850712	0	intron_variant
HES7	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs58356259	1	intergenic_variant
HIKESHI	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs7951433	1	intergenic_variant
HIVEP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34125199	0	intron_variant
HLA-W	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs56402621	1	intron_variant
HMGB1P25	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs62120041	1	regulatory_region_variant
HMGB1P25	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs79512144	1	intergenic_variant
HMGCLL1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13203948	1	intergenic_variant
HMGN2P13	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6440833	1	intergenic_variant
HMGN2P39	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12871550	1	intergenic_variant
HNF4G	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs16939162	1	intergenic_variant
HNF4G	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6472936	1	intergenic_variant
HNF4G	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs72663537	1	intergenic_variant
HNF4GP1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs9597241	1	intergenic_variant
HNF4GP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9597250	1	intergenic_variant
HNRNPA1P54	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11580135	0	non_coding_transcript_exon_variant
HNRNPA1P57	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6725031	1	intergenic_variant
HNRNPA1P57	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7602499	1	intergenic_variant
HNRNPA1P69	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1456038	1	intergenic_variant
HNRNPA1P69	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7138306	1	intergenic_variant
HNRNPD	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6846730	0	non_coding_transcript_exon_variant
HNRNPD	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs7691121	0	3_prime_UTR_variant
HP1BP3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12404954	0	intron_variant
HS3ST2	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs208626	1	intergenic_variant
HSD17B12	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs4592416	0	intron_variant
HSD17B12	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs7115856	0	intron_variant
HSDL2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10123584	0	intron_variant
HSPD1P6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs114848860	1	intergenic_variant
HSPD1P6	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs115774037	1	intergenic_variant
HTR6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10917513	0	3_prime_UTR_variant
HTR6	gwas_catalog:EFO_0004354_|_PubMedID:26955885;27494321;28604731	rs2050122	1	regulatory_region_variant
HTR6	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs6691624	1	regulatory_region_variant
ICA1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs56314523	0	intron_variant
IGBP1P5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1502249	1	intergenic_variant
IL1RAPL1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs196973	0	intron_variant
IL1RAPL1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs196974	0	intron_variant
IL20RB	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs6439701	1	intergenic_variant
IL20RB	gwas_catalog:EFO_0005271_|_PubMedID:30531941;30846698	rs7616632	1	intergenic_variant
ILF3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7248205	0	intron_variant
INPP5E	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10448340	1	intergenic_variant
INPP5E	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs34619169	0	intron_variant
INSR	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs1366235	0	intron_variant
IP6K2	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs56411893	0	intron_variant
IPCEF1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs7764996	0	intron_variant
ISM1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs76783882	0	intron_variant
ITPKB	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs4653454	1	intergenic_variant
JHY	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1057703	0	3_prime_UTR_variant
JHY	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs3751046	0	intron_variant
JHY	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs73606718	0	intron_variant
JHY	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs74357745	0	intron_variant
KANK1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs4742419	1	regulatory_region_variant
KANSL1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7225002	0	intron_variant
KAT6A	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs62508246	1	intergenic_variant
KAZN	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs12065331	0	intron_variant
KBTBD2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs56049037	1	intergenic_variant
KCNB2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs187028	0	intron_variant
KCNF1	gwas_catalog:EFO_0008328_|_PubMedID:28604731	rs569778919	1	intergenic_variant
KCNH2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2072413	0	intron_variant
KCNH5	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs10138240	0	intron_variant
KCNIP4	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12498561	0	intron_variant
KCNJ4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs118047999	1	regulatory_region_variant
KCNN2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10065369	0	intron_variant
KCNT2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10754194	0	intron_variant
KCNT2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs16839841	0	intron_variant
KDELR3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs118047999	1	regulatory_region_variant
KDM3B	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs113322698	0	intron_variant
KHDRBS2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs1931814	0	intron_variant
KIF18B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs72828815	1	regulatory_region_variant
KIF21A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12828063	1	intergenic_variant
KIRREL3	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs7943634	0	intron_variant
KLF5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs45597035	0	intron_variant
KLHL29	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2712056	1	intergenic_variant
KMT2D	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7975791	0	3_prime_UTR_variant
KRASP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs35982802	1	intergenic_variant
KRT18P16	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13172141	1	intergenic_variant
KRT19P6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10470887	1	intergenic_variant
KRT19P6	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs17285646	1	intergenic_variant
KRT19P6	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs35531607	1	regulatory_region_variant
KSR2	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs4767550	0	intron_variant
LAMA2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs2326816	0	intron_variant
LAMC2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs183708046	0	intron_variant
LARP4B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs497338	1	regulatory_region_variant
LARP7P3	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs117535166	1	intergenic_variant
LCORL	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs2192528	1	intergenic_variant
LCORL	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4698678	1	intergenic_variant
LHCGR	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs6751138	0	intron_variant
LIN52	gwas_catalog:EFO_0004354_|_PubMedID:20585627	rs2239557	0	non_coding_transcript_exon_variant
LIN52	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4899502	1	intergenic_variant
LIN52	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4903203	0	intron_variant
LINC00240	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs12215241	0	intron_variant
LINC00243	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs4587207	0	intron_variant
LINC00383	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2593487	1	intergenic_variant
LINC00461	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10070734	0	intron_variant
LINC00534	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6988733	0	intron_variant
LINC00536	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2736208	1	intergenic_variant
LINC00635	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7644809	0	non_coding_transcript_exon_variant
LINC00636	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7644809	0	non_coding_transcript_exon_variant
LINC00678	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10742179	0	intron_variant
LINC00845	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4948275	1	intergenic_variant
LINC01031	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12025393	1	intergenic_variant
LINC01031	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1221502	0	intron_variant
LINC01088	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6816922	0	intron_variant
LINC01098	gwas_catalog:EFO_0007875_|_PubMedID:28604731	rs573716401	1	intergenic_variant
LINC01107	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs111706465	0	intron_variant
LINC01107	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4483990	0	intron_variant
LINC01107	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72993073	1	regulatory_region_variant
LINC01122	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs116219610	0	intron_variant
LINC01122	gwas_catalog:EFO_0005271_|_PubMedID:27494321;27992416	rs17190618	0	intron_variant
LINC01122	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4671328	0	intron_variant
LINC01122	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs75539574	0	intron_variant
LINC01128	gwas_catalog:EFO_0004354_|_PubMedID:26955885	rs141175086	0	non_coding_transcript_exon_variant
LINC01135	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs2764894	0	intron_variant
LINC01170	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13172141	1	intergenic_variant
LINC01208	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs301218	1	intergenic_variant
LINC01241	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1147813	1	intergenic_variant
LINC01249	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10196909	1	intergenic_variant
LINC01249	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs13011556	1	intergenic_variant
LINC01249	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs76048411	1	intergenic_variant
LINC01267	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6794796	1	intergenic_variant
LINC01288	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1996866	1	intergenic_variant
LINC01288	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2590466	1	intergenic_variant
LINC01322	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs3107575	0	intron_variant
LINC01344	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs141498473	1	intergenic_variant
LINC01344	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs191268001	0	intron_variant
LINC01358	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs192315283	0	intron_variant
LINC01358	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs371398972	0	intron_variant
LINC01414	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34054660	0	intron_variant
LINC01416	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12959908	0	intron_variant
